question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q02471,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,B,90
Q02472,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02473,GK,Polity,1,Who is the head of the Indian State?,President,Governor,Prime Minister,Chief Justice,A,20
Q02474,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02475,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,B,45
Q02476,GK,Polity,1,Who is the head of the Indian State?,Governor,Prime Minister,President,Chief Justice,C,20
Q02477,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Property,Right to Vote,Right to Equality,D,30
Q02478,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Capital receipt,Total revenue minus expenditure,A,90
Q02479,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,Foreign debt,A,90
Q02480,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02481,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02482,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Foreign debt,Capital receipt,A,90
Q02483,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Charter Act,Indian Councils Act,B,60
Q02484,GK,Polity,1,Who is the head of the Indian State?,President,Chief Justice,Governor,Prime Minister,A,20
Q02485,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Regulating Act,Government of India Act 1935,Indian Councils Act,C,60
Q02486,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02487,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02488,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,Foreign debt,C,90
Q02489,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Government of India Act 1935,Regulating Act,C,60
Q02490,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,Dr. S. Radhakrishnan,A,45
Q02491,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,Foreign debt,A,90
Q02492,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Charter Act,Government of India Act 1935,Indian Councils Act,C,60
Q02493,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Property,Right to Equality,Right to Vote,C,30
Q02494,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,Jawaharlal Nehru,A,45
Q02495,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Governor,President,Chief Justice,C,20
Q02496,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Indian Councils Act,Charter Act,Government of India Act 1935,D,60
Q02497,GK,Polity,1,Who is the head of the Indian State?,President,Prime Minister,Governor,Chief Justice,A,20
Q02498,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Vote,Right to Work,A,30
Q02499,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Total expenditure minus total revenue,Total revenue minus expenditure,Foreign debt,B,90
Q02500,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,Capital receipt,C,90
Q02501,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02502,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,B,90
Q02503,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Property,Right to Vote,B,30
Q02504,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Regulating Act,Charter Act,B,60
Q02505,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,President,Chief Justice,Governor,B,20
Q02506,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,D,90
Q02507,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Governor,President,Chief Justice,C,20
Q02508,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Regulating Act,Government of India Act 1935,D,60
Q02509,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,Foreign debt,A,90
Q02510,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Regulating Act,Indian Councils Act,Charter Act,A,60
Q02511,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Regulating Act,Indian Councils Act,B,60
Q02512,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02513,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02514,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,A,45
Q02515,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Regulating Act,Government of India Act 1935,Charter Act,C,60
Q02516,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,C,45
Q02517,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,B,45
Q02518,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02519,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Indian Councils Act,Regulating Act,B,60
Q02520,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Regulating Act,Indian Councils Act,Charter Act,A,60
Q02521,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Vote,Right to Property,Right to Equality,D,30
Q02522,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,B,45
Q02523,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Vote,Right to Work,A,30
Q02524,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Property,Right to Vote,B,30
Q02525,GK,Polity,1,Who is the head of the Indian State?,President,Governor,Prime Minister,Chief Justice,A,20
Q02526,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,Governor,President,D,20
Q02527,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02528,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Property,Right to Work,B,30
Q02529,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,President,Governor,Prime Minister,B,20
Q02530,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,Governor,Prime Minister,President,D,20
Q02531,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Work,Right to Equality,D,30
Q02532,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Foreign debt,Capital receipt,B,90
Q02533,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02534,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Work,Right to Property,A,30
Q02535,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02536,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,B,45
Q02537,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Work,Right to Equality,Right to Property,C,30
Q02538,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Indian Councils Act,Regulating Act,B,60
Q02539,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,A,45
Q02540,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,D,45
Q02541,GK,Polity,1,Who is the head of the Indian State?,Governor,Prime Minister,Chief Justice,President,D,20
Q02542,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,President,Governor,Prime Minister,B,20
Q02543,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02544,GK,Polity,1,Who is the head of the Indian State?,Governor,Prime Minister,Chief Justice,President,D,20
Q02545,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Regulating Act,Indian Councils Act,B,60
Q02546,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,Foreign debt,A,90
Q02547,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Charter Act,Regulating Act,B,60
Q02548,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02549,GK,Polity,1,Who is the head of the Indian State?,President,Prime Minister,Governor,Chief Justice,A,20
Q02550,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02551,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Indian Councils Act,Government of India Act 1935,Charter Act,C,60
Q02552,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02553,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,Governor,President,Prime Minister,C,20
Q02554,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02555,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02556,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,D,90
Q02557,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02558,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,B,45
Q02559,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Regulating Act,Government of India Act 1935,D,60
Q02560,GK,Polity,1,Who is the head of the Indian State?,President,Governor,Chief Justice,Prime Minister,A,20
Q02561,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02562,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Regulating Act,Indian Councils Act,B,60
Q02563,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02564,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Indian Councils Act,Regulating Act,A,60
Q02565,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,President,Prime Minister,C,20
Q02566,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Government of India Act 1935,Regulating Act,C,60
Q02567,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02568,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02569,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,Capital receipt,A,90
Q02570,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02571,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02572,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02573,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02574,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02575,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Indian Councils Act,Charter Act,B,60
Q02576,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Government of India Act 1935,Regulating Act,C,60
Q02577,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02578,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Chief Justice,Prime Minister,B,20
Q02579,GK,Polity,1,Who is the head of the Indian State?,President,Chief Justice,Prime Minister,Governor,A,20
Q02580,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,C,90
Q02581,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Charter Act,Indian Councils Act,B,60
Q02582,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,B,45
Q02583,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Property,Right to Vote,B,30
Q02584,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Regulating Act,Charter Act,B,60
Q02585,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Regulating Act,Government of India Act 1935,D,60
Q02586,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,Foreign debt,A,90
Q02587,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Equality,Right to Work,C,30
Q02588,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02589,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Foreign debt,Capital receipt,A,90
Q02590,GK,History,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Regulating Act,Charter Act,B,60
Q02591,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Regulating Act,Indian Councils Act,A,60
Q02592,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Work,Right to Property,Right to Vote,A,30
Q02593,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,President,Governor,Chief Justice,B,20
Q02594,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,Dr. S. Radhakrishnan,A,45
Q02595,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02596,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Foreign debt,Capital receipt,B,90
Q02597,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02598,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Regulating Act,Charter Act,Indian Councils Act,A,60
Q02599,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Foreign debt,Capital receipt,B,90
Q02600,GK,Polity,1,Who is the head of the Indian State?,Governor,Prime Minister,Chief Justice,President,D,20
Q02601,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Government of India Act 1935,Regulating Act,C,60
Q02602,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Regulating Act,Charter Act,Indian Councils Act,A,60
Q02603,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02604,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Vote,Right to Work,A,30
Q02605,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Total expenditure minus total revenue,Total revenue minus expenditure,Foreign debt,B,90
Q02606,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Property,Right to Work,A,30
Q02607,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,President,Chief Justice,Governor,B,20
Q02608,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Work,Right to Vote,A,30
Q02609,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Vote,Right to Property,Right to Equality,D,30
Q02610,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,President,Prime Minister,Governor,B,20
Q02611,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,President,Chief Justice,Governor,B,20
Q02612,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02613,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,C,45
Q02614,GK,Polity,1,Who is the head of the Indian State?,President,Chief Justice,Governor,Prime Minister,A,20
Q02615,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,B,45
Q02616,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02617,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,Foreign debt,A,90
Q02618,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Indian Councils Act,Charter Act,B,60
Q02619,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Indian Councils Act,Regulating Act,B,60
Q02620,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Work,Right to Vote,A,30
Q02621,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02622,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,B,90
Q02623,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02624,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,Governor,President,D,20
Q02625,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Vote,Right to Property,B,30
Q02626,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Equality,Right to Work,C,30
Q02627,GK,History,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Charter Act,Indian Councils Act,B,60
Q02628,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Chief Justice,Prime Minister,B,20
Q02629,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,President,Governor,Prime Minister,B,20
Q02630,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Property,Right to Equality,Right to Vote,C,30
Q02631,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,Governor,President,D,20
Q02632,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02633,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Work,Right to Property,B,30
Q02634,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,D,45
Q02635,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,President,Governor,Chief Justice,B,20
Q02636,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,Dr. Rajendra Prasad,D,45
Q02637,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,Governor,President,D,20
Q02638,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Government of India Act 1935,Regulating Act,C,60
Q02639,GK,Polity,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02640,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02641,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Indian Councils Act,Regulating Act,A,60
Q02642,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,D,45
Q02643,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02644,GK,Polity,1,Who is the head of the Indian State?,President,Governor,Chief Justice,Prime Minister,A,20
Q02645,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,D,45
Q02646,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,B,90
Q02647,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02648,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,B,45
Q02649,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02650,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Work,Right to Equality,D,30
Q02651,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02652,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02653,GK,Polity,1,Who is the head of the Indian State?,President,Chief Justice,Prime Minister,Governor,A,20
Q02654,GK,History,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02655,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,A,45
Q02656,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,Governor,President,Prime Minister,C,20
Q02657,GK,History,3,Who was the first President of India?,Dr. S. Radhakrishnan,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02658,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02659,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,A,45
Q02660,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,Foreign debt,C,90
Q02661,GK,Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,Capital receipt,A,90
Q02662,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,Capital receipt,C,90
Q02663,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,President,Prime Minister,C,20
Q02664,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02665,GK,History,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,Dr. S. Radhakrishnan,B,45
Q02666,GK,Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02667,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Property,Right to Vote,B,30
Q02668,GK,Polity,1,Who is the head of the Indian State?,President,Prime Minister,Chief Justice,Governor,A,20
Q02669,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,D,90
Q02670,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,President,Governor,Prime Minister,B,20
Q02671,GK,Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02672,GK,Polity,1,Who is the head of the Indian State?,President,Governor,Prime Minister,Chief Justice,A,20
Q02673,GK,Polity,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02674,GK,Polity,1,Who is the head of the Indian State?,Governor,Chief Justice,President,Prime Minister,C,20
Q02675,GK,Polity,1,Who is the head of the Indian State?,President,Chief Justice,Prime Minister,Governor,A,20
Q02676,GK,History,3,Who was the first President of India?,Dr. Rajendra Prasad,Mahatma Gandhi,Dr. S. Radhakrishnan,Jawaharlal Nehru,A,45
Q02677,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Regulating Act,Indian Councils Act,A,60
Q02678,GK,Polity,1,Who is the head of the Indian State?,Chief Justice,President,Prime Minister,Governor,B,20
Q02679,GK,Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Capital receipt,Foreign debt,Total expenditure minus total revenue,D,90
Q02680,GK,Polity,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Work,Right to Equality,D,30
Q02681,GK,History,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02682,GK,History,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
