question_id,subject,concept,difficulty,question_text,option_a,option_b,option_c,option_d,correct_option
GK278,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK279,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK280,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK281,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK282,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK283,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK284,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK285,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK286,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK287,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK288,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK289,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK290,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK291,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK292,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK293,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK294,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK295,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK296,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK297,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK298,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK299,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK300,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK301,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK302,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK303,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK304,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK305,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK306,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK307,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK308,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK309,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK310,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK311,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK312,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK313,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK314,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK315,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK316,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK317,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK318,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK319,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK320,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK321,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK322,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK323,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK324,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK325,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK326,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK327,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK328,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK329,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK330,GK,,Medium,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK331,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK332,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK333,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK334,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK335,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK336,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK337,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK338,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK339,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK340,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK341,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK342,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK343,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK344,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK345,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK346,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK347,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK348,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK349,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK350,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK351,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK352,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK353,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK354,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK355,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK356,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK357,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK358,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK359,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK360,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK361,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK362,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK363,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK364,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK365,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK366,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK367,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK368,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK369,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK370,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK371,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK372,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK373,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK374,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK375,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK376,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK377,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK378,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK379,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK380,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK381,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK382,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK383,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK384,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK385,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK386,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK387,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK388,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK389,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK390,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK391,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK392,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK393,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK394,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK395,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK396,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK397,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK398,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK399,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK400,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK401,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK402,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK403,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK404,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK405,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK406,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK407,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK408,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK409,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK410,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK411,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK412,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK413,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK414,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK415,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK416,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK417,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK418,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK419,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK420,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK421,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK422,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK423,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK424,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK425,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK426,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK427,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK428,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK429,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK430,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK431,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK432,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK433,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK434,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK435,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK436,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK437,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK438,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK439,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK440,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK441,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK442,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK443,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK444,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK445,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK446,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK447,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK448,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK449,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK450,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK451,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK452,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK453,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK454,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK455,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK456,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK457,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK458,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK459,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK460,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK461,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK462,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK463,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK464,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK465,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK466,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK467,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK468,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK469,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK470,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK471,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK472,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK473,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK474,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK475,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK476,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK477,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK478,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK479,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK480,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK481,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK482,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK483,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK484,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK485,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK486,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK487,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK488,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK489,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK490,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,A
GK491,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK492,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
GK493,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,C
GK494,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,B
GK495,GK,,Hard,Which of the following is correct regarding the given topic?,Option A,Option B,Option C,Option D,D
ENG001,English,,Easy,Choose the correct option to complete the sentence: (Question 1)?,Option A,Option B,Option C,Option D,D
ENG002,English,,Easy,Identify the correct synonym of the given word: (Question 2)?,Option A,Option B,Option C,Option D,B
ENG003,English,,Easy,Choose the correct antonym of the given word: (Question 3)?,Option A,Option B,Option C,Option D,A
ENG004,English,,Easy,Select the grammatically correct sentence: (Question 4)?,Option A,Option B,Option C,Option D,B
ENG005,English,,Easy,Choose the correct form of the verb: (Question 5)?,Option A,Option B,Option C,Option D,A
ENG006,English,,Easy,Choose the correct option to complete the sentence: (Question 6)?,Option A,Option B,Option C,Option D,A
ENG007,English,,Easy,Identify the correct synonym of the given word: (Question 7)?,Option A,Option B,Option C,Option D,B
ENG008,English,,Easy,Choose the correct antonym of the given word: (Question 8)?,Option A,Option B,Option C,Option D,D
ENG009,English,,Easy,Select the grammatically correct sentence: (Question 9)?,Option A,Option B,Option C,Option D,D
ENG010,English,,Easy,Choose the correct form of the verb: (Question 10)?,Option A,Option B,Option C,Option D,B
ENG011,English,,Easy,Choose the correct option to complete the sentence: (Question 11)?,Option A,Option B,Option C,Option D,B
ENG012,English,,Easy,Identify the correct synonym of the given word: (Question 12)?,Option A,Option B,Option C,Option D,A
ENG013,English,,Easy,Choose the correct antonym of the given word: (Question 13)?,Option A,Option B,Option C,Option D,B
ENG014,English,,Easy,Select the grammatically correct sentence: (Question 14)?,Option A,Option B,Option C,Option D,C
ENG015,English,,Easy,Choose the correct form of the verb: (Question 15)?,Option A,Option B,Option C,Option D,B
ENG016,English,,Easy,Choose the correct option to complete the sentence: (Question 16)?,Option A,Option B,Option C,Option D,D
ENG017,English,,Easy,Identify the correct synonym of the given word: (Question 17)?,Option A,Option B,Option C,Option D,A
ENG018,English,,Easy,Choose the correct antonym of the given word: (Question 18)?,Option A,Option B,Option C,Option D,B
ENG019,English,,Easy,Select the grammatically correct sentence: (Question 19)?,Option A,Option B,Option C,Option D,C
ENG020,English,,Easy,Choose the correct form of the verb: (Question 20)?,Option A,Option B,Option C,Option D,C
ENG021,English,,Easy,Choose the correct option to complete the sentence: (Question 21)?,Option A,Option B,Option C,Option D,C
ENG022,English,,Easy,Identify the correct synonym of the given word: (Question 22)?,Option A,Option B,Option C,Option D,D
ENG023,English,,Easy,Choose the correct antonym of the given word: (Question 23)?,Option A,Option B,Option C,Option D,C
ENG024,English,,Easy,Select the grammatically correct sentence: (Question 24)?,Option A,Option B,Option C,Option D,D
ENG025,English,,Easy,Choose the correct form of the verb: (Question 25)?,Option A,Option B,Option C,Option D,B
ENG026,English,,Easy,Choose the correct option to complete the sentence: (Question 26)?,Option A,Option B,Option C,Option D,B
ENG027,English,,Easy,Identify the correct synonym of the given word: (Question 27)?,Option A,Option B,Option C,Option D,C
ENG028,English,,Easy,Choose the correct antonym of the given word: (Question 28)?,Option A,Option B,Option C,Option D,B
ENG029,English,,Easy,Select the grammatically correct sentence: (Question 29)?,Option A,Option B,Option C,Option D,B
ENG030,English,,Easy,Choose the correct form of the verb: (Question 30)?,Option A,Option B,Option C,Option D,A
ENG031,English,,Easy,Choose the correct option to complete the sentence: (Question 31)?,Option A,Option B,Option C,Option D,C
ENG032,English,,Easy,Identify the correct synonym of the given word: (Question 32)?,Option A,Option B,Option C,Option D,A
ENG033,English,,Easy,Choose the correct antonym of the given word: (Question 33)?,Option A,Option B,Option C,Option D,D
ENG034,English,,Easy,Select the grammatically correct sentence: (Question 34)?,Option A,Option B,Option C,Option D,B
ENG035,English,,Easy,Choose the correct form of the verb: (Question 35)?,Option A,Option B,Option C,Option D,D
ENG036,English,,Easy,Choose the correct option to complete the sentence: (Question 36)?,Option A,Option B,Option C,Option D,A
ENG037,English,,Easy,Identify the correct synonym of the given word: (Question 37)?,Option A,Option B,Option C,Option D,B
ENG038,English,,Easy,Choose the correct antonym of the given word: (Question 38)?,Option A,Option B,Option C,Option D,D
ENG039,English,,Easy,Select the grammatically correct sentence: (Question 39)?,Option A,Option B,Option C,Option D,A
ENG040,English,,Easy,Choose the correct form of the verb: (Question 40)?,Option A,Option B,Option C,Option D,A
ENG041,English,,Easy,Choose the correct option to complete the sentence: (Question 41)?,Option A,Option B,Option C,Option D,C
ENG042,English,,Easy,Identify the correct synonym of the given word: (Question 42)?,Option A,Option B,Option C,Option D,C
ENG043,English,,Easy,Choose the correct antonym of the given word: (Question 43)?,Option A,Option B,Option C,Option D,D
ENG044,English,,Easy,Select the grammatically correct sentence: (Question 44)?,Option A,Option B,Option C,Option D,D
ENG045,English,,Easy,Choose the correct form of the verb: (Question 45)?,Option A,Option B,Option C,Option D,A
ENG046,English,,Easy,Choose the correct option to complete the sentence: (Question 46)?,Option A,Option B,Option C,Option D,A
ENG047,English,,Easy,Identify the correct synonym of the given word: (Question 47)?,Option A,Option B,Option C,Option D,A
ENG048,English,,Easy,Choose the correct antonym of the given word: (Question 48)?,Option A,Option B,Option C,Option D,C
ENG049,English,,Easy,Select the grammatically correct sentence: (Question 49)?,Option A,Option B,Option C,Option D,B
ENG050,English,,Easy,Choose the correct form of the verb: (Question 50)?,Option A,Option B,Option C,Option D,A
ENG051,English,,Easy,Choose the correct option to complete the sentence: (Question 51)?,Option A,Option B,Option C,Option D,D
ENG052,English,,Easy,Identify the correct synonym of the given word: (Question 52)?,Option A,Option B,Option C,Option D,D
ENG053,English,,Easy,Choose the correct antonym of the given word: (Question 53)?,Option A,Option B,Option C,Option D,C
ENG054,English,,Easy,Select the grammatically correct sentence: (Question 54)?,Option A,Option B,Option C,Option D,D
ENG055,English,,Easy,Choose the correct form of the verb: (Question 55)?,Option A,Option B,Option C,Option D,B
ENG056,English,,Easy,Choose the correct option to complete the sentence: (Question 56)?,Option A,Option B,Option C,Option D,A
ENG057,English,,Easy,Identify the correct synonym of the given word: (Question 57)?,Option A,Option B,Option C,Option D,A
ENG058,English,,Easy,Choose the correct antonym of the given word: (Question 58)?,Option A,Option B,Option C,Option D,A
ENG059,English,,Easy,Select the grammatically correct sentence: (Question 59)?,Option A,Option B,Option C,Option D,B
ENG060,English,,Easy,Choose the correct form of the verb: (Question 60)?,Option A,Option B,Option C,Option D,A
ENG061,English,,Easy,Choose the correct option to complete the sentence: (Question 61)?,Option A,Option B,Option C,Option D,B
ENG062,English,,Easy,Identify the correct synonym of the given word: (Question 62)?,Option A,Option B,Option C,Option D,B
ENG063,English,,Easy,Choose the correct antonym of the given word: (Question 63)?,Option A,Option B,Option C,Option D,D
ENG064,English,,Easy,Select the grammatically correct sentence: (Question 64)?,Option A,Option B,Option C,Option D,C
ENG065,English,,Easy,Choose the correct form of the verb: (Question 65)?,Option A,Option B,Option C,Option D,C
ENG066,English,,Easy,Choose the correct option to complete the sentence: (Question 66)?,Option A,Option B,Option C,Option D,A
ENG067,English,,Easy,Identify the correct synonym of the given word: (Question 67)?,Option A,Option B,Option C,Option D,A
ENG068,English,,Easy,Choose the correct antonym of the given word: (Question 68)?,Option A,Option B,Option C,Option D,B
ENG069,English,,Easy,Select the grammatically correct sentence: (Question 69)?,Option A,Option B,Option C,Option D,A
ENG070,English,,Easy,Choose the correct form of the verb: (Question 70)?,Option A,Option B,Option C,Option D,D
ENG071,English,,Easy,Choose the correct option to complete the sentence: (Question 71)?,Option A,Option B,Option C,Option D,B
